epoch,loss,accuracy
1,0.2366532716594303,0.9290045309168443
2,0.11477436469808253,0.96496868336887
3,0.08791473671210123,0.9724980010660981
4,0.07606415612933867,0.9756629797441365
5,0.06478569535503803,0.9793443496801706
6,0.05605380805402891,0.9819596215351812
7,0.05292524869134501,0.982359408315565
8,0.04461777307022897,0.9854244402985075
9,0.044625816198360264,0.9858575426439232
10,0.04115690135399251,0.9864072494669509
11,0.038983247041669875,0.9871068763326226
12,0.03565119456009952,0.9886227345415778
13,0.03685512826384255,0.98832289445629
14,0.03343099769135695,0.9892224147121536
15,0.03240412713396958,0.9896721748400853
16,0.031247566915670426,0.990121934968017
17,0.03161409911298523,0.9898387526652452
18,0.03470279007746603,0.9895055970149254
19,0.027620118602064748,0.9913379530916845
20,0.028556750062993887,0.9911547174840085
21,0.027352319008214703,0.9916044776119403
22,0.03158373496991892,0.990405117270789
23,0.025266327072060366,0.992237473347548
24,0.02464796374657678,0.9923207622601279
25,0.027444775649237495,0.9915711620469083
26,0.02677545313816014,0.992170842217484
27,0.02466360453233784,0.9923707356076759
28,0.02586907411031033,0.9924040511727079
29,0.02425186442742757,0.9930870202558635
30,0.02449799180061894,0.9928538113006397
31,0.02475425496091947,0.9927705223880597
32,0.027072897029519403,0.9926206023454158
33,0.020763777504123924,0.9938199626865671
34,0.02295161834844929,0.9935700959488273
35,0.024601754991946247,0.9934534914712153
36,0.021764257865160636,0.9938532782515992
37,0.02337498495216787,0.9936367270788913
38,0.02256843893296522,0.9937699893390192
39,0.025835712040770727,0.9933035714285714
40,0.021990673542208242,0.9939032515991472
