epoch,loss,accuracy
1,1.1156730799278471,0.6928304904051172
2,0.44001287762035945,0.8742337420042644
3,0.3641172346911197,0.894356343283582
4,0.3272622896235253,0.9042010927505331
5,0.3020781722706137,0.9108142324093816
6,0.28190966869897044,0.9185601012793176
7,0.26468072911855506,0.9226579157782516
8,0.25010177778648035,0.927671908315565
9,0.23597764524855594,0.9320029317697228
10,0.22490940870506676,0.9351345948827292
11,0.21415531985572914,0.9385494402985075
12,0.2050309339041776,0.9407482675906184
13,0.19667110924146322,0.9430803571428571
14,0.1886930211282361,0.9460787579957356
15,0.18123638177953805,0.9475613006396588
16,0.1744752326197843,0.9505597014925373
17,0.1670446276370841,0.9521255330490405
18,0.16370918452819147,0.9520755597014925
19,0.15764813938898953,0.9553071695095949
20,0.15233146816468252,0.9562733208955224
21,0.14964132169003425,0.956922974413646
22,0.14451978006946253,0.9582555970149254
23,0.14118615640744345,0.9595049307036247
24,0.13565739434458682,0.9611540511727079
25,0.13350171710390335,0.9617870469083155
26,0.1298057363767709,0.9624367004264393
27,0.1265468475744446,0.9634028518123667
28,0.12280876718278823,0.964768789978678
29,0.12081270832925844,0.9656183368869936
30,0.11789398011304676,0.9658515458422174
31,0.11587839936817697,0.9667177505330491
32,0.11312527415642479,0.9674840085287847
33,0.11016557353244884,0.9680836886993603
34,0.10687321515829325,0.9694163113006397
35,0.10641522307211021,0.9690831556503199
36,0.10391266967878858,0.9700826226012793
37,0.10191604723709065,0.9710654317697228
38,0.10050897770869072,0.9713819296375267
39,0.09959385675320556,0.9713652718550106
40,0.09744069107802215,0.9714652185501066
41,0.0942607142422388,0.9727978411513859
42,0.09333273557934171,0.972647921108742
43,0.09202712263240775,0.9734141791044776
44,0.0906641167630233,0.9741471215351812
45,0.08924251222518334,0.9742637260127932
46,0.08727199561905855,0.974730143923241
47,0.0861058279867969,0.974646855010661
48,0.08456173664364003,0.9758961886993603
49,0.08273856396050151,0.976512526652452
50,0.08217654812749403,0.9762626599147122
