epoch,loss,accuracy
1,0.5289223944105065,0.8536613805970149
2,0.26292070317894284,0.9240405117270789
3,0.20297329550358786,0.9416644456289979
4,0.16837649647869282,0.9513759328358209
5,0.14507226054586453,0.9579057835820896
6,0.12625504488042041,0.9636693763326226
7,0.11258807824428148,0.9670009328358209
8,0.10108235513449891,0.9712153518123667
9,0.09086318907818433,0.9738472814498934
10,0.08529666050581504,0.9747634594882729
11,0.07885973832941354,0.9767457356076759
12,0.07298820165953021,0.9786780383795309
13,0.06863143103671814,0.9797941098081023
14,0.06299590986363018,0.9819762793176973
15,0.060446406630223305,0.9822594616204691
16,0.055809489821693474,0.9826925639658849
17,0.052657582351306416,0.9841584488272921
18,0.05016365161002762,0.9851079424307037
19,0.04785860368812175,0.9860241204690832
20,0.04601600697350456,0.9860574360341151
21,0.043309902464266,0.9871401918976546
22,0.040753175521136394,0.9879564232409381
23,0.03784982338577493,0.9886393923240938
24,0.035984415123968924,0.9894056503198294
25,0.035422936623502994,0.9891391257995735
26,0.03310999274973684,0.9897388059701493
27,0.03263502853385397,0.9905050639658849
28,0.031262374327290676,0.9907715884861408
29,0.02941103137980924,0.9912380063965884
30,0.028163463326800527,0.9916377931769723
31,0.027902670295612175,0.9915378464818764
32,0.027359594278949014,0.9914378997867804
33,0.024619463308930778,0.9926039445628998
34,0.024510170833065188,0.9926705756929638
35,0.023394789919679138,0.9928538113006397
36,0.022614691895606526,0.9931036780383795
37,0.02149610757603864,0.9933368869936035
38,0.02104161005690078,0.9937699893390192
39,0.020450463817854012,0.9938865938166311
40,0.0200940292344234,0.9937866471215352
41,0.01923751500698287,0.9942364072494669
42,0.018646289674770722,0.9945195895522388
43,0.017687086258513004,0.9946028784648188
44,0.016793001347458734,0.9953524786780383
45,0.017444535499505167,0.9945695628997868
46,0.01580436017651827,0.9952691897654584
47,0.016050095424435334,0.9952192164179104
48,0.01560148270785196,0.9952358742004265
49,0.015802485655858192,0.9951026119402985
50,0.014447776949840353,0.9959521588486141
