epoch,loss,accuracy
1,0.6814132729001137,0.806653118336887
2,0.3571951740872123,0.896471881663113
3,0.29388268961549313,0.9148454157782516
4,0.25959927548986,0.9247567963752665
5,0.2333398144136169,0.9321195362473348
6,0.2135833517979902,0.9391491204690832
7,0.19912007525324948,0.9421974946695096
8,0.18412366748523357,0.9465784914712153
9,0.17517409063399092,0.9496268656716418
10,0.16676327768665578,0.9526419243070362
11,0.16011477143430253,0.9532249466950959
12,0.15364546824627912,0.9561067430703625
13,0.14532126958118574,0.9578724680170576
14,0.14040545775279054,0.9598380863539445
15,0.13446444963643164,0.9616204690831557
16,0.13083154530421312,0.9617204157782516
17,0.12570072201166008,0.9642857142857143
18,0.12241362374641303,0.9643856609808102
19,0.1177997653589034,0.9660514392324094
20,0.11517091519209241,0.9664845415778252
21,0.11480508990951184,0.9666344616204691
22,0.11060914505860889,0.9682835820895522
23,0.10663123835406418,0.9688999200426439
24,0.1027184672820479,0.9704490938166311
25,0.10380787752481348,0.9697994402985075
26,0.1015230570115578,0.9701825692963753
27,0.09802628266436458,0.9709988006396588
28,0.09714611602136924,0.9720149253731343
29,0.09553975012820604,0.9728144989339019
30,0.09246322040412344,0.9733808635394456
31,0.09139134744202086,0.972647921108742
32,0.0879561221375982,0.9744136460554371
33,0.08911977804649168,0.9738472814498934
34,0.0853230857085794,0.9749300373134329
35,0.08359112443207804,0.9755630330490405
36,0.08255350230130623,0.9759295042643923
37,0.08089146449335857,0.9760127931769723
38,0.0797604599983485,0.976545842217484
39,0.07863795751137838,0.9773620735607675
40,0.07914710348831422,0.9760960820895522
