epoch,loss,accuracy
1,0.8202294892212475,0.7749811212645411
2,0.35090041440178843,0.8990593905896266
3,0.29931525129880476,0.9139236852304259
4,0.2709287703990428,0.9210199005822383
5,0.24512638582158952,0.9296652897080379
6,0.22530889403082924,0.9350457534607031
7,0.20812725313881567,0.9396155383795309
8,0.19400181111369305,0.9442075338444984
9,0.18132510833712276,0.9468949893390192
10,0.16984935673569312,0.9505097281449894
11,0.15989844448594395,0.9544576226012793
12,0.15060801476017752,0.9564398987206824
13,0.14224576720519105,0.9591384594882729
14,0.1358265212651636,0.9604488717975901
15,0.1298391869994623,0.9619480722240293
16,0.12261759832120145,0.9640969261685922
17,0.11744854312493348,0.9659126244628353
18,0.11348136814275403,0.9667677238805971
19,0.10822171491902394,0.968411291840234
20,0.1053993382703648,0.9694551795022066
21,0.10099025018640291,0.9694551795022066
22,0.09806986543129502,0.9715096393882084
23,0.09492272911454315,0.9719149786780383
24,0.09095289554597853,0.9728367093529529
25,0.08903491671786888,0.9741859897367482
26,0.08715773563681127,0.974291489068379
27,0.08425678497454378,0.9750466417910447
28,0.0817954471902743,0.9755241649745624
29,0.07984531989722236,0.9761016347260871
30,0.07757381988820364,0.9773121002132196
31,0.0758746778135742,0.9775008884574304
32,0.07373327732102068,0.9781949626865671
33,0.07142798182393696,0.9789390103903406
34,0.0693591185140489,0.9793221393882084
35,0.06794442042017351,0.9795220327784003
36,0.06823998941049012,0.9793832178817374
37,0.06635444798766932,0.9797718995161402
38,0.06478274954772835,0.9803771321961621
39,0.062288545024420404,0.9808657605256608
40,0.061902121304155094,0.9808713131621957
41,0.06030917885318113,0.9815154140437844
42,0.0587805534707013,0.982181725344424
43,0.05736097000412214,0.9823427505330491
44,0.05737378692595975,0.982253909111023
45,0.05646860247839298,0.9823871713711508
46,0.05501160373105042,0.9829646411226757
47,0.05350827218007558,0.9829535359766945
48,0.05219307963226014,0.9838363984500421
49,0.05198713311198742,0.9843028163604899
50,0.05091878146663912,0.984358342217484
