epoch,loss,accuracy
1,0.4912542941283061,0.8599080490405118
2,0.251800556617505,0.9269056503198294
3,0.1947833404524812,0.9436300639658849
4,0.16289053042766763,0.9521921641791045
5,0.14084039941859017,0.9589552238805971
6,0.12815734454746375,0.9626199360341151
7,0.1132627870929219,0.9662513326226013
8,0.10497109519282002,0.9690831556503199
9,0.09742891987753925,0.9704324360341151
10,0.09214748485462625,0.9730143923240938
11,0.0852019533535827,0.9743470149253731
12,0.08189993028713664,0.9749633528784648
13,0.07696094722308314,0.9761293976545842
14,0.07301347449358338,0.9778951226012793
15,0.06905257112449849,0.9785947494669509
16,0.06589178174514689,0.9794442963752665
17,0.06168725457030541,0.9806103411513859
18,0.06113505507581063,0.9806103411513859
19,0.05848847716790574,0.9812599946695096
20,0.0559984690029182,0.982376066098081
21,0.052902153031136004,0.9832755863539445
22,0.05243056083146705,0.9836253997867804
23,0.04977068182072048,0.9848580756929638
24,0.04930308224771843,0.9841584488272921
25,0.04647539147033866,0.9849580223880597
26,0.04524612981902519,0.9854577558635395
27,0.044417632203837085,0.9854744136460555
28,0.042499303275635884,0.986507196162047
29,0.042107932363400484,0.9861906982942431
30,0.040762714700086286,0.9867237473347548
31,0.04024793721461442,0.986440565031983
32,0.03746257799146111,0.9879397654584222
33,0.03891828344723553,0.9874067164179104
34,0.036198955342999654,0.988222947761194
35,0.035096445312807416,0.9887060234541578
36,0.03453565137160481,0.9884228411513859
37,0.03388970089157416,0.9888726012793176
38,0.03388756740351033,0.9891058102345416
39,0.03373164477011463,0.9888392857142857
40,0.030359653338764125,0.9893889925373134
41,0.032051053396036436,0.9894889392324094
42,0.03029661020909402,0.9900386460554371
43,0.030655636664677056,0.9896721748400853
44,0.029834904412399908,0.9899553571428571
45,0.02989992003208761,0.9904384328358209
46,0.028236587490163632,0.9905050639658849
47,0.027332404071513786,0.9904384328358209
48,0.02757290731517296,0.9906882995735607
49,0.028053138717904245,0.990255197228145
50,0.027558008347998368,0.9906216684434968
