epoch,loss,accuracy
1,0.6158465951649365,0.831922974413646
2,0.31868235241852083,0.9066831023454158
3,0.26440764882607753,0.9230577025586354
4,0.22801459721251846,0.9338686034115139
5,0.20238422924108596,0.9417310767590619
6,0.1822711695263635,0.9487606609808102
7,0.1660962094511114,0.9521588486140725
8,0.15216070497587228,0.9568896588486141
9,0.1436094811130593,0.9585387793176973
10,0.13432920054355854,0.9617870469083155
11,0.12571621901079663,0.9637360074626866
12,0.11874268531823146,0.9663845948827292
13,0.11304038964899014,0.9677671908315565
14,0.10805985388129569,0.9690831556503199
15,0.1030530826881655,0.9708988539445629
16,0.09849449438648596,0.9717650586353944
17,0.09344803127569398,0.9729810767590619
18,0.09178003846312255,0.9737140191897654
19,0.08928551880825462,0.9749466950959488
20,0.08539044387293046,0.9751132729211087
21,0.0816845673613989,0.9765291844349681
22,0.07792533146314767,0.9781783049040512
23,0.07753121495536809,0.9779950692963753
24,0.07468132144594783,0.9787446695095949
25,0.07069338829929768,0.9795109275053305
26,0.07068910809861285,0.9797607942430704
27,0.06781136978820745,0.9811100746268657
28,0.0663951145731278,0.9810434434968017
29,0.06351441986062555,0.9821595149253731
30,0.06247959695041561,0.9818763326226013
31,0.06156548958764211,0.9826425906183369
32,0.05973905230910063,0.9832256130063965
33,0.05696459728549284,0.9840251865671642
34,0.05604264063627592,0.9839252398720683
35,0.054981373820398284,0.9839252398720683
36,0.05321270584571622,0.9850912846481876
37,0.053131146324691236,0.984441631130064
38,0.051797119588819523,0.9852078891257996
39,0.05069075962220793,0.9854077825159915
40,0.048339786267142366,0.986257329424307
41,0.048670548123063276,0.9861240671641791
42,0.04758932188685451,0.986440565031983
43,0.04649675317502805,0.9871901652452025
44,0.046799612655016434,0.9868070362473348
45,0.044403565734543446,0.9877898454157783
46,0.04301677319580621,0.9881396588486141
47,0.04295362372731746,0.9876898987206824
48,0.04274675148233438,0.988289578891258
49,0.04110381484075364,0.9884228411513859
50,0.04036690605638513,0.9879564232409381
