epoch,loss,accuracy
1,0.8091523113402914,0.7852504433469569
2,0.3672479866032905,0.8958832005237011
3,0.29441996172387547,0.9151540337724888
4,0.25207634447736943,0.927720523134191
5,0.2239758294947604,0.9361425090343394
6,0.20056940624688535,0.9418938388215735
7,0.18174457071309394,0.9482435728641266
8,0.16841629851371684,0.9516622340425532
9,0.15510014682374101,0.9550310284533399
10,0.14399667577223574,0.9587488920130628
11,0.13619781881570817,0.9616356382978724
12,0.12679461933513905,0.9633366579705096
13,0.12062763723921269,0.9647550976022761
14,0.11492947405006024,0.9673204787234042
15,0.10738747736558,0.9688441933469569
16,0.10303666621763656,0.9709053635597229
17,0.0976561241485971,0.9721354167512123
18,0.09367043271343758,0.9730385638297873
19,0.0901972826808057,0.9743517287234043
20,0.08439998309663002,0.9758809840425532
21,0.08151891927452798,0.9764904699427016
22,0.07808910109736818,0.9775709220703612
23,0.07693468292659901,0.978064051587531
24,0.07165186816549048,0.9789616579705096
25,0.06996758067385947,0.9800587324385948
26,0.06827631519829973,0.9798758866939139
27,0.06586953119394627,0.9802748228641267
28,0.06317406265818058,0.9819038122258288
29,0.0607951737226958,0.982247340425532
30,0.05894787542204907,0.9831117021276595
31,0.05626339681763598,0.983599290949233
32,0.05437688887753385,0.9845301420130628
33,0.053791722679074776,0.9844968973322118
34,0.05155775345703389,0.9849623228641267
35,0.04928590390593448,0.9855164007937655
36,0.04802403773795417,0.9860427749917863
37,0.04707476664334535,0.9862422430768926
38,0.04598198822362626,0.9865968529214251
39,0.04326100264616469,0.9879598848363187
40,0.04169855973425698,0.9883532803109352
41,0.041540269783519684,0.987749335106383
42,0.04054292150317355,0.9881704345662543
43,0.04000202446304103,0.9878546100981692
44,0.03805099676184832,0.988813164893617
45,0.03616534100171733,0.9894891401554676
46,0.03613093060223346,0.9889572252618506
47,0.03527890508399999,0.9896830675449777
48,0.034093170331672154,0.9903313388215734
49,0.0339136468979748,0.9899102393617021
50,0.032564961755687884,0.9905308069066798
51,0.031490426399606336,0.9913009752618506
52,0.03013049500023431,0.9909519061129144
53,0.029060982829554285,0.9915447696726373
54,0.02882863738910949,0.9917941047790203
55,0.028019583550222375,0.9918605941407224
56,0.02842142635441207,0.9917719414893617
57,0.026550504806986515,0.9923537234042553
58,0.025848549402299078,0.9925199468085106
59,0.0247806974250744,0.9931515957446808
60,0.025901072083952578,0.9921875
61,0.02492334064135843,0.9931682180851064
62,0.02403717788055222,0.9929521276595744
63,0.024045029936477225,0.9930906473322118
64,0.02338658604929422,0.9933843085106383
65,0.02243589355233819,0.9933566047790202
66,0.02177281910355421,0.9939162234042553
67,0.021119978847576583,0.9941710994598714
68,0.02048954940698248,0.9941821808510638
69,0.02002354038760383,0.9946531473322118
70,0.02078552322085709,0.9938331117021276
